Address;Status geocode;Formatted address;Latitude;Longitude;Type;Location Type;Street number;Street;Postal code;City;Country;Region;Department;Department number
17017000;Ok;Vila Guedes de Azevedo, Bauru - State of São Paulo, 17017-000, Brazil;-22.3370587;-49.0666378;postal_code;APPROXIMATE;;;17017-000;;Brazil;São Paulo;Bauru;Bauru
17017050;Ok;R. Dr. Armando Pieroni - Vila Riachuelo, Bauru - SP, 17017-050, Brazil;-22.3475383;-49.0624963;postal_code;APPROXIMATE;;Rua Doutor Armando Pieroni;17017-050;;Brazil;São Paulo;Bauru;Bauru
17060055;Ok;Vila Seabra, Bauru - SP, 17060-055, Brazil;-22.3153429;-49.075316;postal_code;APPROXIMATE;;;17060-055;;Brazil;São Paulo;Bauru;Bauru
17064000;Ok;Vila Seabra, Bauru - State of São Paulo, 17064-000, Brazil;-22.3123188;-49.0716885;postal_code;APPROXIMATE;;;17064-000;;Brazil;São Paulo;Bauru;Bauru
17012110;Ok;Bauru, State of São Paulo, 17012-110, Brazil;-22.3338401;-49.0679005;postal_code;APPROXIMATE;;;17012-110;;Brazil;State of São Paulo;Bauru;Bauru
17012432;Ok;Bauru, State of São Paulo, 17012-432, Brazil;-22.3290094;-49.0667956;postal_code;APPROXIMATE;;;17012-432;;Brazil;State of São Paulo;Bauru;Bauru
17012202;Ok;Av. Nações Unidas - Vila Nova Cidade Universitaria, Bauru - SP, 17012-202, Brazil;-22.3327939;-49.05584;postal_code;APPROXIMATE;;Avenida Nações Unidas;17012-202;;Brazil;São Paulo;Bauru;Bauru
17017383;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-383, Brazil;-22.3478221;-49.0543185;postal_code;APPROXIMATE;;;17017-383;;Brazil;São Paulo;Bauru;Bauru
17010020;Ok;R. Ezequiel Ramos - Centro, Bauru - SP, 17010-020, Brazil;-22.3206992;-49.0725598;postal_code;APPROXIMATE;;Rua Ezequiel Ramos;17010-020;;Brazil;São Paulo;Bauru;Bauru
17017337;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-337, Brazil;-22.3493903;-49.0571436;postal_code;APPROXIMATE;;;17017-337;;Brazil;São Paulo;Bauru;Bauru
17051000;Ok;R. Bernardino de Campos - Vila Souto, Bauru - SP, 17051-000, Brazil;-22.3328344;-49.0923171;postal_code;APPROXIMATE;;Rua Bernardino de Campos;17051-000;;Brazil;São Paulo;Bauru;Bauru
17020050;Ok;Alameda Dama da Noite - Parque Vista Alegre, Bauru - SP, 17020-050, Brazil;-22.3107893;-49.0684212;postal_code;APPROXIMATE;;Alameda Dama da Noite;17020-050;;Brazil;São Paulo;Bauru;Bauru
17025080;Ok;R. Dormevil Forastieri - Parque Res. Jardim Araruna, Bauru - SP, 17025-080, Brazil;-22.3035583;-49.0594505;postal_code;APPROXIMATE;;Rua Dormevil Forastieri;17025-080;;Brazil;São Paulo;Bauru;Bauru
17064460;Ok;Parque Roosevelt, Bauru - SP, 17064-460, Brazil;-22.3009847;-49.0982121;postal_code;APPROXIMATE;;;17064-460;;Brazil;São Paulo;Bauru;Bauru
17018520;Ok;Av. Affonso José Aiello - Vila Aviação, Bauru - SP, 17018-520, Brazil;-22.366813;-49.0566324;postal_code;APPROXIMATE;;Avenida Affonso José Aiello;17018-520;;Brazil;São Paulo;Bauru;Bauru
17013690;Ok;R. Minas Gerais - Vila Cardia, Bauru - SP, 17013-690, Brazil;-22.3241007;-49.0555978;postal_code;APPROXIMATE;;Rua Minas Gerais;17013-690;;Brazil;São Paulo;Bauru;Bauru
17012432;Ok;Bauru, State of São Paulo, 17012-432, Brazil;-22.3290094;-49.0667956;postal_code;APPROXIMATE;;;17012-432;;Brazil;State of São Paulo;Bauru;Bauru
17052620;Ok;R. Nícola Constantino - Vila Popular, Bauru - SP, 17052-620, Brazil;-22.3470937;-49.0961676;postal_code;APPROXIMATE;;Rua Nícola Constantino;17052-620;;Brazil;São Paulo;Bauru;Bauru
17030673;Ok;Praça Antônio Anacleto Chaves - Jardim Marambá, Bauru - SP, 17030-673, Brazil;-22.3242919;-49.0453658;postal_code;APPROXIMATE;;Praça Antônio Anacleto Chaves;17030-673;;Brazil;São Paulo;Bauru;Bauru
17050000;Ok;Rua Campos Salles - Vila Falcao, Bauru - SP, 17050-000, Brazil;-22.3251919;-49.0908103;postal_code;APPROXIMATE;;Rua Campos Salles;17050-000;;Brazil;São Paulo;Bauru;Bauru
17035500;Ok;Av. Dr. Arnaldo Prado Curvello - Parque Santa Terezinha, Bauru - SP, 17035-500, Brazil;-22.3202305;-48.9787678;postal_code;APPROXIMATE;;Avenida Doutor Arnaldo Prado Curvello;17035-500;;Brazil;São Paulo;Bauru;Bauru
17055836;Ok;Av. Caio Marcio Ranieri Colombo - Quinta Ranieri, Bauru - SP, 17055-836, Brazil;-22.3461255;-49.1064243;postal_code;APPROXIMATE;;Avenida Caio Marcio Ranieri Colombo;17055-836;;Brazil;São Paulo;Bauru;Bauru
17065208;Ok;R. Segundo Srg. José Mendes Leal - Jardim Nova Esperanca, Bauru - SP, 17065-208, Brazil;-22.3128686;-49.119843;postal_code;APPROXIMATE;;Rua Segundo Sargento José Mendes Leal;17065-208;;Brazil;São Paulo;Bauru;Bauru
17012646;Ok;R. Chaim Mauad - Vila Regina, Bauru - SP, 17012-646, Brazil;-22.3451075;-49.0492004;postal_code;APPROXIMATE;;Rua Chaim Mauad;17012-646;;Brazil;São Paulo;Bauru;Bauru
17047202;Ok;Av. Etelvina de Souza Majone - Reserva Belas Nações, Bauru - SP, 17047-202, Brazil;-22.3391932;-49.0387987;postal_code;APPROXIMATE;;Avenida Etelvina de Souza Majone;17047-202;;Brazil;São Paulo;Bauru;Bauru
17014039;Ok;R. Júlio Maringoni - Vila America, Bauru - SP, 17014-039, Brazil;-22.3362503;-49.0713299;postal_code;APPROXIMATE;;Rua Júlio Maringoni;17014-039;;Brazil;São Paulo;Bauru;Bauru
17016080;Ok;Av. Comendador José da Silva Martha - Jardim Estoril, Bauru - SP, 17016-080, Brazil;-22.3543036;-49.0878696;postal_code;APPROXIMATE;;Avenida Comendador José da Silva Martha;17016-080;;Brazil;São Paulo;Bauru;Bauru
17010010;Ok;R. Primeiro de Agosto - Centro, Bauru - SP, 17010-010, Brazil;-22.3215864;-49.0717674;postal_code;APPROXIMATE;;Rua Primeiro de Agosto;17010-010;;Brazil;São Paulo;Bauru;Bauru
17024660;Ok;R. Cel. Antônio de Ávila Rebouças - Jardim Florida, Bauru - SP, 17024-660, Brazil;-22.3011231;-49.0600094;postal_code;APPROXIMATE;;Rua Coronel Antônio de Ávila Rebouças;17024-660;;Brazil;São Paulo;Bauru;Bauru
17013680;Ok;Av. Cruzeiro do Sul - Vila Cardia, Bauru - SP, 17013-680, Brazil;-22.3231649;-49.0557683;postal_code;APPROXIMATE;;Avenida Cruzeiro do Sul;17013-680;;Brazil;São Paulo;Bauru;Bauru
17017337;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-337, Brazil;-22.3493903;-49.0571436;postal_code;APPROXIMATE;;;17017-337;;Brazil;São Paulo;Bauru;Bauru
17056032;Ok;R. Zenzo Kikuti - Jardim Ouro Verde, Bauru - SP, 17056-032, Brazil;-22.3575872;-49.1024404;postal_code;APPROXIMATE;;Rua Zenzo Kikuti;17056-032;;Brazil;São Paulo;Bauru;Bauru
17056130;Ok;Bauru, State of São Paulo, 17056-130, Brazil;-22.3528198;-49.0967909;postal_code;APPROXIMATE;;;17056-130;;Brazil;São Paulo;Bauru;Bauru
17010011;Ok;R. Primeiro de Agosto - Centro, Bauru - SP, 17010-011, Brazil;-22.3215782;-49.0723004;postal_code;APPROXIMATE;;Rua Primeiro de Agosto;17010-011;;Brazil;São Paulo;Bauru;Bauru
17010011;Ok;R. Primeiro de Agosto - Centro, Bauru - SP, 17010-011, Brazil;-22.3215782;-49.0723004;postal_code;APPROXIMATE;;Rua Primeiro de Agosto;17010-011;;Brazil;São Paulo;Bauru;Bauru
17047120;Ok;R. Javoleno Vaz - Vila Engler, Bauru - SP, 17047-120, Brazil;-22.331664;-49.0472768;postal_code;APPROXIMATE;;Rua Javoleno Vaz;17047-120;;Brazil;São Paulo;Bauru;Bauru
17010011;Ok;R. Primeiro de Agosto - Centro, Bauru - SP, 17010-011, Brazil;-22.3215782;-49.0723004;postal_code;APPROXIMATE;;Rua Primeiro de Agosto;17010-011;;Brazil;São Paulo;Bauru;Bauru
17010180;Ok;R. Gustavo Maciel - Centro, Bauru - SP, 17010-180, Brazil;-22.3175029;-49.0722804;postal_code;APPROXIMATE;;Rua Gustavo Maciel;17010-180;;Brazil;São Paulo;Bauru;Bauru
17047625;Ok;R. Maria Cecília de Oliveira Maciel - Jardim Colonial, Bauru - SP, 17047-625, Brazil;-22.3456717;-49.0334546;postal_code;APPROXIMATE;;Rua Maria Cecília de Oliveira Maciel;17047-625;;Brazil;São Paulo;Bauru;Bauru
17012110;Ok;Bauru, State of São Paulo, 17012-110, Brazil;-22.3338401;-49.0679005;postal_code;APPROXIMATE;;;17012-110;;Brazil;State of São Paulo;Bauru;Bauru
17056033;Ok;R. Tomáz Bosco - Jardim Ouro Verde, Bauru - SP, 17056-033, Brazil;-22.3573559;-49.1031107;postal_code;APPROXIMATE;;Rua Tomáz Bosco;17056-033;;Brazil;São Paulo;Bauru;Bauru
17015230;Ok;Praça Dom Pedro II - Centro, Bauru - SP, 17015-230, Brazil;-22.324495;-49.076371;postal_code;APPROXIMATE;;Praça Dom Pedro II;17015-230;;Brazil;São Paulo;Bauru;Bauru
17032010;Ok;Jardim Redentor, Bauru - State of São Paulo, 17032-010, Brazil;-22.320488;-49.0248287;postal_code;APPROXIMATE;;;17032-010;;Brazil;São Paulo;Bauru;Bauru
17017339;Ok;Jardim America, Bauru - State of São Paulo, 17017-339, Brazil;-22.3460951;-49.0560741;postal_code;APPROXIMATE;;;17017-339;;Brazil;São Paulo;Bauru;Bauru
17010001;Ok;R. Batista de Carvalho - Centro, Bauru - SP, 17010-001, Brazil;-22.3223108;-49.0711361;postal_code;APPROXIMATE;;Rua Batista de Carvalho;17010-001;;Brazil;São Paulo;Bauru;Bauru
17017320;Ok;R. Dr. Henrique Arouche Tolêdo - Jardim America, Bauru - SP, 17017-320, Brazil;-22.3517445;-49.0626922;postal_code;APPROXIMATE;;Rua Doutor Henrique Arouche Tolêdo;17017-320;;Brazil;São Paulo;Bauru;Bauru
17056044;Ok;Jardim Ouro Verde, Bauru - SP, 17056-044, Brazil;-22.3615161;-49.100502;postal_code;APPROXIMATE;;;17056-044;;Brazil;São Paulo;Bauru;Bauru
17052000;Ok;Vila Independencia, Bauru - State of São Paulo, 17052-000, Brazil;-22.3321663;-49.086336;postal_code;APPROXIMATE;;;17052-000;;Brazil;São Paulo;Bauru;Bauru
17051000;Ok;R. Bernardino de Campos - Vila Souto, Bauru - SP, 17051-000, Brazil;-22.3328344;-49.0923171;postal_code;APPROXIMATE;;Rua Bernardino de Campos;17051-000;;Brazil;São Paulo;Bauru;Bauru
17012155;Ok;Bauru, State of São Paulo, 17012-155, Brazil;-22.3292101;-49.0661162;postal_code;APPROXIMATE;;;17012-155;;Brazil;State of São Paulo;Bauru;Bauru
17018520;Ok;Av. Affonso José Aiello - Vila Aviação, Bauru - SP, 17018-520, Brazil;-22.366813;-49.0566324;postal_code;APPROXIMATE;;Avenida Affonso José Aiello;17018-520;;Brazil;São Paulo;Bauru;Bauru
17015321;Ok;R. Gustavo Maciel - Centro, Bauru - SP, 17015-321, Brazil;-22.3241325;-49.0705331;postal_code;APPROXIMATE;;Rua Gustavo Maciel;17015-321;;Brazil;São Paulo;Bauru;Bauru
17015230;Ok;Praça Dom Pedro II - Centro, Bauru - SP, 17015-230, Brazil;-22.324495;-49.076371;postal_code;APPROXIMATE;;Praça Dom Pedro II;17015-230;;Brazil;São Paulo;Bauru;Bauru
17012110;Ok;Bauru, State of São Paulo, 17012-110, Brazil;-22.3338401;-49.0679005;postal_code;APPROXIMATE;;;17012-110;;Brazil;State of São Paulo;Bauru;Bauru
17052000;Ok;Vila Independencia, Bauru - State of São Paulo, 17052-000, Brazil;-22.3321663;-49.086336;postal_code;APPROXIMATE;;;17052-000;;Brazil;São Paulo;Bauru;Bauru
17013590;Ok;R. Luiz Aleixo - Vila Cardia, Bauru - SP, 17013-590, Brazil;-22.322766;-49.0578059;postal_code;APPROXIMATE;;Rua Luiz Aleixo;17013-590;;Brazil;São Paulo;Bauru;Bauru
17050010;Ok;R. Albuquerque Lins - Vila Falcao, Bauru - SP, 17050-010, Brazil;-22.3245074;-49.0901011;postal_code;APPROXIMATE;;Rua Albuquerque Lins;17050-010;;Brazil;São Paulo;Bauru;Bauru
17010001;Ok;R. Batista de Carvalho - Centro, Bauru - SP, 17010-001, Brazil;-22.3223108;-49.0711361;postal_code;APPROXIMATE;;Rua Batista de Carvalho;17010-001;;Brazil;São Paulo;Bauru;Bauru
17051050;Ok;R. Olegário Machado - Vila Souto, Bauru - SP, 17051-050, Brazil;-22.3295848;-49.0925432;postal_code;APPROXIMATE;;Rua Olegário Machado;17051-050;;Brazil;São Paulo;Bauru;Bauru
17030530;Ok;Bauru, State of São Paulo, 17030-530, Brazil;-22.3286711;-49.0629289;postal_code;APPROXIMATE;;;17030-530;;Brazil;State of São Paulo;Bauru;Bauru
17018711;Ok;Av. Getúlio Vargas - Vila Aviação, Bauru - SP, 17018-711, Brazil;-22.356209;-49.0475783;postal_code;APPROXIMATE;;Avenida Getúlio Vargas;17018-711;;Brazil;São Paulo;Bauru;Bauru
17017337;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-337, Brazil;-22.3493903;-49.0571436;postal_code;APPROXIMATE;;;17017-337;;Brazil;São Paulo;Bauru;Bauru
17015100;Ok;R. Quintino Bocaiúva - Centro, Bauru - SP, 17015-100, Brazil;-22.3266781;-49.080331;postal_code;APPROXIMATE;;Rua Quintino Bocaiúva;17015-100;;Brazil;São Paulo;Bauru;Bauru
17013211;Ok;R. Ezequiel Ramos - Vila Cardia, Bauru - SP, 17013-211, Brazil;-22.3173713;-49.059218;postal_code;APPROXIMATE;;Rua Ezequiel Ramos;17013-211;;Brazil;São Paulo;Bauru;Bauru
17017383;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-383, Brazil;-22.3478221;-49.0543185;postal_code;APPROXIMATE;;;17017-383;;Brazil;São Paulo;Bauru;Bauru
17012110;Ok;Bauru, State of São Paulo, 17012-110, Brazil;-22.3338401;-49.0679005;postal_code;APPROXIMATE;;;17012-110;;Brazil;State of São Paulo;Bauru;Bauru
17012433;Ok;Vila Universitaria, Bauru - State of São Paulo, 17012-433, Brazil;-22.3404913;-49.0572896;postal_code;APPROXIMATE;;;17012-433;;Brazil;São Paulo;Bauru;Bauru
17011160;Ok;R. Irmã Arminda - Jardim Brasil, Bauru - SP, 17011-160, Brazil;-22.3277933;-49.0550386;postal_code;APPROXIMATE;;Rua Irmã Arminda;17011-160;;Brazil;São Paulo;Bauru;Bauru
17030140;Ok;R. Giácomo Pavan - Jardim Guadalajara, Bauru - SP, 17030-140, Brazil;-22.3134805;-49.052956;postal_code;APPROXIMATE;;Rua Giácomo Pavan;17030-140;;Brazil;São Paulo;Bauru;Bauru
17014010;Ok;R. Ver. Joaquim da Silva Martha, 1-13 - Vila Santa Izabel, Bauru - SP, 17014-010, Brazil;-22.3298916;-49.0601672;postal_code;APPROXIMATE;1-13;Rua Vereador Joaquim da Silva Martha;17014-010;;Brazil;São Paulo;Bauru;Bauru
17060250;Ok;R. Afonso Pena - Jardim Bela Vista, Bauru - SP, 17060-250, Brazil;-22.3162366;-49.0784798;postal_code;APPROXIMATE;;Rua Afonso Pena;17060-250;;Brazil;São Paulo;Bauru;Bauru
17033360;Ok;Av. Eng. Luís Edmundo Carrijo Coube - Nucleo Res. Pres. Geisel, Bauru - SP, 17033-360, Brazil;-22.3477447;-49.0323205;postal_code;APPROXIMATE;;Avenida Engenheiro Luís Edmundo Carrijo Coube;17033-360;;Brazil;São Paulo;Bauru;Bauru
17056000;Ok;Bauru, State of São Paulo, 17056-000, Brazil;-22.3601918;-49.1061874;postal_code;APPROXIMATE;;;17056-000;;Brazil;State of São Paulo;Bauru;Bauru
17017337;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-337, Brazil;-22.3493903;-49.0571436;postal_code;APPROXIMATE;;;17017-337;;Brazil;São Paulo;Bauru;Bauru
17060510;Ok;R. Santos Dumont - Vila Becheli, Bauru - SP, 17060-510, Brazil;-22.304944;-49.0851067;postal_code;APPROXIMATE;;Rua Santos Dumont;17060-510;;Brazil;São Paulo;Bauru;Bauru
17032581;Ok;Carolina, Bauru - SP, 17032-581, Brazil;-22.3234397;-49.0283109;postal_code;APPROXIMATE;;;17032-581;;Brazil;São Paulo;Bauru;Bauru
17039470;Ok;R. Aimorés - Vila Aimores, Bauru - SP, 17039-470, Brazil;-22.3123412;-48.9919399;postal_code;APPROXIMATE;;Rua Aimorés;17039-470;;Brazil;São Paulo;Bauru;Bauru
17066742;Ok;R. Alcino Pinheiro Chagas - Nucleo Hab. Fortunato Rocha Lima, Bauru - SP, 17066-742, Brazil;-22.2995577;-49.109548;postal_code;APPROXIMATE;;Rua Alcino Pinheiro Chagas;17066-742;;Brazil;São Paulo;Bauru;Bauru
17011160;Ok;R. Irmã Arminda - Jardim Brasil, Bauru - SP, 17011-160, Brazil;-22.3277933;-49.0550386;postal_code;APPROXIMATE;;Rua Irmã Arminda;17011-160;;Brazil;São Paulo;Bauru;Bauru
17032271;Ok;R. Santa Francisca de Chantal - Jardim Redentor, Bauru - SP, 17032-271, Brazil;-22.3162524;-49.0283235;postal_code;APPROXIMATE;;Rua Santa Francisca de Chantal;17032-271;;Brazil;São Paulo;Bauru;Bauru
17014037;Ok;Bauru, State of São Paulo, 17014-037, Brazil;-22.3360125;-49.0684681;postal_code;APPROXIMATE;;;17014-037;;Brazil;State of São Paulo;Bauru;Bauru
17031440;Ok;R. Teodoro Álvares - Parque Julio Nobrega, Bauru - SP, 17031-440, Brazil;-22.3185803;-49.0228474;postal_code;APPROXIMATE;;Rua Teodoro Álvares;17031-440;;Brazil;São Paulo;Bauru;Bauru
17026882;Ok;Av. José Silvestri - Jardim Silvestre, Bauru - SP, 17026-882, Brazil;-22.2952969;-49.0497395;postal_code;APPROXIMATE;;Avenida José Silvestri;17026-882;;Brazil;São Paulo;Bauru;Bauru
17032560;Ok;Nucleo Hab. Pres. Geisel, Bauru - State of São Paulo, 17032-560, Brazil;-22.3288838;-49.030822;postal_code;APPROXIMATE;;;17032-560;;Brazil;São Paulo;Bauru;Bauru
17017337;Ok;Parque Jardim Europa, Bauru - State of São Paulo, 17017-337, Brazil;-22.3493903;-49.0571436;postal_code;APPROXIMATE;;;17017-337;;Brazil;São Paulo;Bauru;Bauru
17050310;Ok;R. José de Alencar - Vila Pacifico, Bauru - SP, 17050-310, Brazil;-22.3233766;-49.0919793;postal_code;APPROXIMATE;;Rua José de Alencar;17050-310;;Brazil;São Paulo;Bauru;Bauru
17065320;Ok;R. Tatuí - Jardim Eldorado, Bauru - SP, 17065-320, Brazil;-22.3087153;-49.1239357;postal_code;APPROXIMATE;;Rua Tatuí;17065-320;;Brazil;São Paulo;Bauru;Bauru
17018520;Ok;Av. Affonso José Aiello - Vila Aviação, Bauru - SP, 17018-520, Brazil;-22.366813;-49.0566324;postal_code;APPROXIMATE;;Avenida Affonso José Aiello;17018-520;;Brazil;São Paulo;Bauru;Bauru
17012155;Ok;Bauru, State of São Paulo, 17012-155, Brazil;-22.3292101;-49.0661162;postal_code;APPROXIMATE;;;17012-155;;Brazil;State of São Paulo;Bauru;Bauru
17010011;Ok;R. Primeiro de Agosto - Centro, Bauru - SP, 17010-011, Brazil;-22.3215782;-49.0723004;postal_code;APPROXIMATE;;Rua Primeiro de Agosto;17010-011;;Brazil;São Paulo;Bauru;Bauru
17010001;Ok;R. Batista de Carvalho - Centro, Bauru - SP, 17010-001, Brazil;-22.3223108;-49.0711361;postal_code;APPROXIMATE;;Rua Batista de Carvalho;17010-001;;Brazil;São Paulo;Bauru;Bauru
17014400;Ok;Bauru, State of São Paulo, 17014-400, Brazil;-22.3305147;-49.0737405;postal_code;APPROXIMATE;;;17014-400;;Brazil;State of São Paulo;Bauru;Bauru
17024270;Ok;R. Maestro Oscár Mendes - Novo Jardim Pagani, Bauru - SP, 17024-270, Brazil;-22.2958173;-49.0675156;postal_code;APPROXIMATE;;Rua Maestro Oscár Mendes;17024-270;;Brazil;São Paulo;Bauru;Bauru
17015220;Ok;R. Virgílio Malta - Centro, Bauru - SP, 17015-220, Brazil;-22.325098;-49.0745456;postal_code;APPROXIMATE;;Rua Virgílio Malta;17015-220;;Brazil;São Paulo;Bauru;Bauru
17022122;Ok;R. José de Azevedo Maia - Vila Sao Paulo, Bauru - SP, 17022-122, Brazil;-22.2761588;-49.0691179;postal_code;APPROXIMATE;;Rua José de Azevedo Maia;17022-122;;Brazil;São Paulo;Bauru;Bauru
17010010;Ok;R. Primeiro de Agosto - Centro, Bauru - SP, 17010-010, Brazil;-22.3215864;-49.0717674;postal_code;APPROXIMATE;;Rua Primeiro de Agosto;17010-010;;Brazil;São Paulo;Bauru;Bauru
17010001;Ok;R. Batista de Carvalho - Centro, Bauru - SP, 17010-001, Brazil;-22.3223108;-49.0711361;postal_code;APPROXIMATE;;Rua Batista de Carvalho;17010-001;;Brazil;São Paulo;Bauru;Bauru
17012370;Ok;R. Neder Issa - Vila Guedes de Azevedo, Bauru - SP, 17012-370, Brazil;-22.3382919;-49.0621227;postal_code;APPROXIMATE;;Rua Neder Issa;17012-370;;Brazil;São Paulo;Bauru;Bauru
17010160;Ok;Bauru, State of São Paulo, 17010-160, Brazil;-22.3128317;-49.0714912;postal_code;APPROXIMATE;;;17010-160;;Brazil;State of São Paulo;Bauru;Bauru
17014037;Ok;Bauru, State of São Paulo, 17014-037, Brazil;-22.3360125;-49.0684681;postal_code;APPROXIMATE;;;17014-037;;Brazil;State of São Paulo;Bauru;Bauru
17065390;Ok;R. Manoel Rodrigues Maduro - Nucleo Hab. Ver. Edson Francisco da Silva, Bauru - SP, 17065-390, Brazil;-22.3145695;-49.1212725;postal_code;APPROXIMATE;;Rua Manoel Rodrigues Maduro;17065-390;;Brazil;São Paulo;Bauru;Bauru
17017240;Ok;R. Alfredo Fontão - Jardim Paulista, Bauru - SP, 17017-240, Brazil;-22.3424998;-49.0641607;postal_code;APPROXIMATE;;Rua Alfredo Fontão;17017-240;;Brazil;São Paulo;Bauru;Bauru
17012155;Ok;Bauru, State of São Paulo, 17012-155, Brazil;-22.3292101;-49.0661162;postal_code;APPROXIMATE;;;17012-155;;Brazil;State of São Paulo;Bauru;Bauru
17014037;Ok;Bauru, State of São Paulo, 17014-037, Brazil;-22.3360125;-49.0684681;postal_code;APPROXIMATE;;;17014-037;;Brazil;State of São Paulo;Bauru;Bauru
17010001;Ok;R. Batista de Carvalho - Centro, Bauru - SP, 17010-001, Brazil;-22.3223108;-49.0711361;postal_code;APPROXIMATE;;Rua Batista de Carvalho;17010-001;;Brazil;São Paulo;Bauru;Bauru
17011138;Ok;Jardim Panorama, Bauru - State of São Paulo, 17011-138, Brazil;-22.3367499;-49.0495949;postal_code;APPROXIMATE;;;17011-138;;Brazil;São Paulo;Bauru;Bauru
17015130;Ok;R. Monsenhor Claro - Centro, Bauru - SP, 17015-130, Brazil;-22.3298159;-49.0763447;postal_code;APPROXIMATE;;Rua Monsenhor Claro;17015-130;;Brazil;São Paulo;Bauru;Bauru
17010190;Ok;Bauru, State of São Paulo, 17010-190, Brazil;-22.3422617;-49.0661643;postal_code;APPROXIMATE;;;17010-190;;Brazil;State of São Paulo;Bauru;Bauru
17015301;Ok;R. Agenor Meira - Centro, Bauru - SP, 17015-301, Brazil;-22.3237392;-49.0727666;postal_code;APPROXIMATE;;Rua Agenor Meira;17015-301;;Brazil;São Paulo;Bauru;Bauru
17012205;Ok;R. Henrique Savi - Vila Nova Cidade Universitaria, Bauru - SP, 17012-205, Brazil;-22.3374308;-49.0538947;postal_code;APPROXIMATE;;Rua Henrique Savi;17012-205;;Brazil;São Paulo;Bauru;Bauru
17010000;Ok;R. Batista de Carvalho - Centro, Bauru - SP, 17010-000, Brazil;-22.3227925;-49.0730045;postal_code;APPROXIMATE;;Rua Batista de Carvalho;17010-000;;Brazil;São Paulo;Bauru;Bauru
17012191;Ok;Vila Nova Cidade Universitaria, Bauru - State of São Paulo, 17012-191, Brazil;-22.3348158;-49.0610352;postal_code;APPROXIMATE;;;17012-191;;Brazil;São Paulo;Bauru;Bauru
17026090;Ok;R. Gabino de Souza - Núcleo Habitacional Mary Dota, Bauru - SP, 17026-090, Brazil;-22.3004686;-49.0483327;postal_code;APPROXIMATE;;Rua Gabino de Souza;17026-090;;Brazil;São Paulo;Bauru;Bauru
17012110;Ok;Bauru, State of São Paulo, 17012-110, Brazil;-22.3338401;-49.0679005;postal_code;APPROXIMATE;;;17012-110;;Brazil;State of São Paulo;Bauru;Bauru
17011105;Ok;Av. Nações Unidas - Jardim Panorama, Bauru - SP, 17011-105, Brazil;-22.3350661;-49.0540947;postal_code;APPROXIMATE;;Avenida Nações Unidas;17011-105;;Brazil;São Paulo;Bauru;Bauru
17031600;Ok;Bauru, State of São Paulo, 17031-600, Brazil;-22.3234918;-49.0219111;postal_code;APPROXIMATE;;;17031-600;;Brazil;State of São Paulo;Bauru;Bauru
17012320;Ok;R. Dr. Annis Dabus - Vila Guedes de Azevedo, Bauru - SP, 17012-320, Brazil;-22.3364273;-49.0658297;postal_code;APPROXIMATE;;Rua Doutor Annis Dabus;17012-320;;Brazil;São Paulo;Bauru;Bauru
17015331;Ok;Bauru, State of São Paulo, 17015-331, Brazil;-22.3272467;-49.0685317;postal_code;APPROXIMATE;;;17015-331;;Brazil;State of São Paulo;Bauru;Bauru
17064150;Ok;Bauru, State of São Paulo, 17064-150, Brazil;-22.3132972;-49.0907117;postal_code;APPROXIMATE;;;17064-150;;Brazil;State of São Paulo;Bauru;Bauru
17032273;Ok;R. São João Bôsco - Jardim Redentor, Bauru - SP, 17032-273, Brazil;-22.3136851;-49.030836;postal_code;APPROXIMATE;;Rua São João Bôsco;17032-273;;Brazil;São Paulo;Bauru;Bauru
17012205;Ok;R. Henrique Savi - Vila Nova Cidade Universitaria, Bauru - SP, 17012-205, Brazil;-22.3374308;-49.0538947;postal_code;APPROXIMATE;;Rua Henrique Savi;17012-205;;Brazil;São Paulo;Bauru;Bauru
17020293;Ok;Praça João Paulo II - Centro, Bauru - SP, 17020-293, Brazil;-22.3132987;-49.0689064;postal_code;APPROXIMATE;;Praça João Paulo II;17020-293;;Brazil;São Paulo;Bauru;Bauru
17017339;Ok;Jardim America, Bauru - State of São Paulo, 17017-339, Brazil;-22.3460951;-49.0560741;postal_code;APPROXIMATE;;;17017-339;;Brazil;São Paulo;Bauru;Bauru
17012205;Ok;R. Henrique Savi - Vila Nova Cidade Universitaria, Bauru - SP, 17012-205, Brazil;-22.3374308;-49.0538947;postal_code;APPROXIMATE;;Rua Henrique Savi;17012-205;;Brazil;São Paulo;Bauru;Bauru
17012646;Ok;R. Chaim Mauad - Vila Regina, Bauru - SP, 17012-646, Brazil;-22.3451075;-49.0492004;postal_code;APPROXIMATE;;Rua Chaim Mauad;17012-646;;Brazil;São Paulo;Bauru;Bauru
17021570;Ok;R. João Paulo I - Parque Santa Cecilia, Bauru - SP, 17021-570, Brazil;-22.2950166;-49.0770761;postal_code;APPROXIMATE;;Rua João Paulo I;17021-570;;Brazil;São Paulo;Bauru;Bauru
