;property_type;room_type;bed_type;accommodates;bedrooms;beds;number_of_reviews;bathrooms;price
2951;Apartment;Entire home/apt;Real Bed;4;2;2;0;2;600
2952;Guest suite;Private room;Real Bed;1;1;1;0;1;447
2953;Serviced apartment;Entire home/apt;Real Bed;4;0;2;75;1;160
2954;Apartment;Entire home/apt;Real Bed;5;2;2;2;1.5;351
2955;Loft;Entire home/apt;Real Bed;3;0;1;2;1;110
2956;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;298
2957;Bungalow;Private room;Real Bed;2;1;1;2;1;24
2958;House;Entire home/apt;Real Bed;12;4;8;4;2;79
2959;Apartment;Entire home/apt;Real Bed;4;1;1;27;1;59
2960;Serviced apartment;Entire home/apt;Real Bed;4;2;3;1;1;749
2961;Apartment;Private room;Real Bed;2;1;1;11;1;80
2962;Apartment;Entire home/apt;Real Bed;2;0;1;6;1;55
2963;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;91
2964;Apartment;Entire home/apt;Real Bed;8;4;6;1;2;190
2965;Apartment;Entire home/apt;Real Bed;2;0;1;33;1;90
2966;Townhouse;Shared room;Real Bed;4;1;2;5;2;46
2967;Apartment;Private room;Real Bed;1;1;1;11;1;100
2968;Apartment;Entire home/apt;Real Bed;8;5;6;1;3;3399
2969;Hotel;Private room;Real Bed;2;1;1;11;1;353
2970;Apartment;Private room;Real Bed;2;1;1;2;1;90
2971;House;Entire home/apt;Real Bed;10;4;6;0;3.5;165
2972;Apartment;Private room;Real Bed;2;1;2;4;1;35
2973;Guest suite;Private room;Real Bed;1;1;1;11;1;40
2974;Apartment;Entire home/apt;Real Bed;3;1;2;1;1;612
2975;Apartment;Private room;Real Bed;3;1;2;21;1;35
2976;Apartment;Entire home/apt;Real Bed;3;1;1;5;1;597
2977;House;Entire home/apt;Real Bed;2;1;2;0;2;285
2978;Apartment;Entire home/apt;Real Bed;2;0;1;58;1;119
2979;Apartment;Entire home/apt;Real Bed;4;1;2;24;1;102
2980;Apartment;Entire home/apt;Real Bed;4;2;2;9;1;150
2981;Apartment;Entire home/apt;Real Bed;4;2;2;3;1;526
2982;Loft;Entire home/apt;Real Bed;2;1;1;52;1;369
2983;House;Entire home/apt;Real Bed;6;3;4;23;2;70
2984;Apartment;Private room;Real Bed;2;1;1;13;1;55
2985;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;119
2986;Condominium;Entire home/apt;Real Bed;4;1;2;0;1;250
2987;Apartment;Private room;Real Bed;1;1;1;7;1;16
2988;Townhouse;Entire home/apt;Real Bed;4;2;2;6;1.5;112
2989;Apartment;Private room;Real Bed;2;1;1;41;1;40
2990;Apartment;Entire home/apt;Real Bed;3;1;1;37;1;50
2991;House;Private room;Real Bed;2;1;1;2;1;71
2992;Serviced apartment;Entire home/apt;Real Bed;2;0;1;0;1;264
2993;Apartment;Entire home/apt;Real Bed;5;2;4;7;1;50
2994;Apartment;Private room;Real Bed;1;1;1;0;1;30
2995;House;Entire home/apt;Real Bed;8;3;6;9;3;99
2996;Condominium;Private room;Real Bed;2;1;1;0;1;70
2997;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;46
2998;Apartment;Entire home/apt;Real Bed;11;5;1;35;3.5;65
2999;Apartment;Private room;Real Bed;2;2;3;2;1;53
3000;Apartment;Entire home/apt;Real Bed;2;1;1;95;1;115
3001;Condominium;Entire home/apt;Real Bed;8;3;3;35;2;325
3002;Apartment;Private room;Real Bed;2;1;1;0;1;95
3003;House;Private room;Real Bed;3;1;2;18;1;23
3004;Apartment;Entire home/apt;Real Bed;10;3;8;0;3;451
3005;Apartment;Private room;Real Bed;2;1;1;7;1;64
3006;Villa;Entire home/apt;Real Bed;8;3;3;0;3;299
3007;Apartment;Private room;Real Bed;2;1;2;1;1;201
3008;Serviced apartment;Entire home/apt;Real Bed;6;3;3;0;1;1021
3009;Apartment;Private room;Real Bed;1;1;1;230;1;61
3010;Apartment;Entire home/apt;Real Bed;4;2;3;0;2;63
3011;Townhouse;Private room;Real Bed;2;1;1;4;1;90
3012;Apartment;Entire home/apt;Real Bed;3;2;2;0;1;55
3013;Apartment;Entire home/apt;Real Bed;4;1;1;48;1;121
3014;Apartment;Entire home/apt;Real Bed;4;1;2;16;1.5;69
3015;Apartment;Private room;Real Bed;2;1;1;15;1;49
3016;Apartment;Private room;Real Bed;2;1;1;2;1;32
3017;Apartment;Shared room;Real Bed;1;1;1;47;1;283
3018;House;Private room;Real Bed;2;1;1;11;1.5;59
3019;Apartment;Entire home/apt;Real Bed;4;1;2;6;1;299
3020;Apartment;Entire home/apt;Real Bed;6;1;1;1;1;60
3021;Apartment;Private room;Real Bed;1;1;1;19;1.5;45
3022;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;110
3023;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;110
3024;Apartment;Entire home/apt;Real Bed;4;1;2;44;1;159
3025;Apartment;Private room;Real Bed;2;1;1;0;2;502
3026;Apartment;Entire home/apt;Real Bed;4;2;2;4;1;142
3027;Boutique hotel;Private room;Real Bed;2;1;1;14;1;158
3028;Condominium;Private room;Real Bed;1;0;1;9;1;220
3029;Apartment;Entire home/apt;Real Bed;6;1;2;16;1;79
3030;Apartment;Entire home/apt;Real Bed;4;1;2;48;1;139
3031;Apartment;Private room;Real Bed;1;1;1;1;1.5;27
3032;Condominium;Entire home/apt;Real Bed;5;1;2;6;2;182
3033;Apartment;Private room;Real Bed;1;1;1;3;1;58
3034;Serviced apartment;Entire home/apt;Real Bed;6;3;4;0;2.5;350
3035;Apartment;Entire home/apt;Real Bed;4;1;2;0;2;129
3036;Apartment;Private room;Real Bed;2;1;1;2;2;25
3037;Apartment;Private room;Real Bed;2;0;1;0;1;228
3038;Townhouse;Entire home/apt;Real Bed;4;2;2;0;2;400
3039;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;41
3040;Condominium;Entire home/apt;Real Bed;3;1;2;4;1;142
3041;Hotel;Shared room;Real Bed;2;1;2;0;1;248
3042;Serviced apartment;Private room;Real Bed;2;1;1;6;1;338
3043;Apartment;Entire home/apt;Real Bed;4;2;2;7;1;110
3044;House;Private room;Real Bed;2;1;1;14;1;90
3045;Apartment;Private room;Real Bed;2;1;1;9;1;65
3046;Apartment;Entire home/apt;Real Bed;6;2;4;0;2;55
3047;Apartment;Entire home/apt;Real Bed;4;2;2;1;1;72
3048;House;Private room;Real Bed;2;1;2;2;1;158
3049;Apartment;Entire home/apt;Real Bed;6;2;3;13;1;195
3050;Apartment;Entire home/apt;Real Bed;5;2;3;0;1;620
3051;Apartment;Entire home/apt;Real Bed;5;2;3;44;1;903
3052;Apartment;Private room;Real Bed;2;1;1;0;1;35
3053;Apartment;Entire home/apt;Real Bed;2;1;1;15;1;70
3054;Other;Private room;Real Bed;4;1;3;0;1;55
3055;House;Private room;Real Bed;2;1;1;1;2;46
3056;Bed and breakfast;Private room;Real Bed;3;1;2;8;1;45
3057;Apartment;Entire home/apt;Real Bed;4;3;3;0;1;35
3058;Apartment;Entire home/apt;Real Bed;3;1;1;13;1;38
3059;Apartment;Entire home/apt;Real Bed;3;1;3;18;1;60
3060;Apartment;Entire home/apt;Real Bed;4;1;1;2;1;89
3062;Apartment;Private room;Real Bed;1;1;1;3;1;79
3063;Hostel;Private room;Real Bed;1;0;1;16;1;105
3064;Apartment;Entire home/apt;Real Bed;4;1;2;27;1;34
3065;Apartment;Private room;Real Bed;1;1;1;17;1;70
3066;Apartment;Private room;Real Bed;2;1;1;20;1.5;29
3067;Apartment;Entire home/apt;Real Bed;6;3;3;34;2;95
3068;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;80
3069;Apartment;Private room;Real Bed;4;2;2;12;1;88
3070;Apartment;Entire home/apt;Real Bed;4;1;2;8;1;115
3071;House;Private room;Real Bed;2;0;2;0;1;158
3072;Apartment;Private room;Real Bed;2;1;1;3;1;78
3073;Apartment;Private room;Real Bed;2;1;1;1;1;90
3074;Apartment;Entire home/apt;Real Bed;5;2;3;79;1;68
3075;Apartment;Private room;Real Bed;1;1;1;40;1;28
3076;Apartment;Entire home/apt;Real Bed;2;1;1;56;1;179
3077;Loft;Private room;Real Bed;14;4;8;0;4;2007
3078;Apartment;Entire home/apt;Real Bed;6;2;3;53;1;81
3079;Apartment;Entire home/apt;Real Bed;5;2;2;26;1;141
3080;Condominium;Entire home/apt;Real Bed;6;2;3;3;1;439
3081;Apartment;Entire home/apt;Real Bed;3;1;2;10;1;50
3082;Villa;Shared room;Real Bed;4;1;5;0;1;649
3083;Hotel;Private room;Real Bed;16;15;2;2;1;127
3084;Serviced apartment;Entire home/apt;Real Bed;4;2;1;1;1;401
3085;Apartment;Private room;Real Bed;1;1;1;2;1;447
3086;Apartment;Private room;Real Bed;2;1;2;0;1;500
3087;Apartment;Private room;Real Bed;3;1;1;4;1;46
3088;Apartment;Entire home/apt;Real Bed;12;2;7;19;1;879
3089;House;Private room;Real Bed;2;1;2;1;1.5;70
3090;Condominium;Entire home/apt;Real Bed;4;2;2;7;2;175
3091;Apartment;Entire home/apt;Real Bed;6;2;4;3;1;170
3092;Condominium;Private room;Real Bed;3;1;2;1;1;179
3093;Apartment;Entire home/apt;Real Bed;3;1;1;3;1;80
3094;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;548
3095;Apartment;Entire home/apt;Real Bed;5;1;3;37;1;80
3096;Apartment;Private room;Real Bed;1;1;1;2;1;105
3097;Apartment;Private room;Real Bed;2;1;1;0;1;32
3098;Serviced apartment;Entire home/apt;Real Bed;6;2;5;0;1;211
3099;Apartment;Entire home/apt;Real Bed;3;1;2;13;1;60
3100;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;110
3101;Condominium;Private room;Real Bed;1;1;1;0;1;58
3102;Apartment;Entire home/apt;Real Bed;2;0;1;65;1;447
3103;Apartment;Entire home/apt;Real Bed;6;3;3;0;2;668
3104;Apartment;Private room;Real Bed;1;1;2;1;2;149
3105;Apartment;Private room;Real Bed;2;1;1;2;1.5;298
3106;Apartment;Entire home/apt;Real Bed;3;1;2;14;1;80
3107;Hotel;Private room;Real Bed;2;1;1;10;1;295
3108;Hostel;Shared room;Real Bed;2;1;2;10;1;105
3109;House;Entire home/apt;Real Bed;12;5;10;8;5;500
3110;Apartment;Private room;Real Bed;4;2;2;0;2;58
3111;Apartment;Entire home/apt;Real Bed;3;1;2;2;1;40
3112;House;Entire home/apt;Real Bed;6;2;6;1;1;100
3113;Apartment;Private room;Real Bed;2;1;1;2;1;35
3114;Apartment;Entire home/apt;Real Bed;2;0;1;11;1;997
3115;Boutique hotel;Private room;Real Bed;3;1;2;10;1;455
3116;Apartment;Entire home/apt;Real Bed;6;2;3;19;2;85
3117;House;Private room;Real Bed;1;1;1;3;1;14
3118;Condominium;Entire home/apt;Real Bed;4;1;1;43;1;139
3119;Serviced apartment;Entire home/apt;Real Bed;2;1;1;0;1;49
3120;Loft;Entire home/apt;Real Bed;3;1;2;2;1;85
3121;Apartment;Entire home/apt;Real Bed;7;2;3;25;1;250
3122;Apartment;Private room;Real Bed;2;1;1;2;1;40
3123;House;Entire home/apt;Real Bed;6;3;3;0;2;776
3124;Apartment;Private room;Real Bed;2;1;3;0;2;264
3125;Apartment;Entire home/apt;Real Bed;3;1;2;4;1;127
3126;House;Entire home/apt;Real Bed;16;6;9;93;3;420
3127;Apartment;Private room;Real Bed;1;1;1;6;1;63
3128;Serviced apartment;Entire home/apt;Real Bed;4;1;1;1;1;149
3129;Loft;Entire home/apt;Real Bed;2;1;1;402;1;30
3130;Apartment;Entire home/apt;Real Bed;3;1;1;8;1;848
3131;Townhouse;Entire home/apt;Real Bed;4;2;2;0;2;48
3132;Apartment;Private room;Real Bed;3;0;2;2;1;35
3133;Villa;Entire home/apt;Real Bed;9;5;6;0;6;1055
3134;Hostel;Private room;Real Bed;6;0;6;0;1;237
3135;Apartment;Entire home/apt;Real Bed;4;0;2;0;1;66
3136;Serviced apartment;Entire home/apt;Real Bed;2;0;1;0;1;597
3137;House;Entire home/apt;Real Bed;3;2;3;0;1;211
3138;Apartment;Entire home/apt;Real Bed;4;0;1;7;1;47
3139;Apartment;Private room;Real Bed;2;1;1;2;1;46
3140;House;Entire home/apt;Real Bed;4;0;2;15;1;80
3141;Apartment;Entire home/apt;Real Bed;4;1;1;36;1;46
3142;Apartment;Entire home/apt;Real Bed;2;1;1;6;1;90
3143;Apartment;Entire home/apt;Real Bed;4;1;2;8;1;228
3144;Apartment;Entire home/apt;Real Bed;7;2;4;78;2;135
3145;Apartment;Entire home/apt;Real Bed;4;1;3;49;1;41
3146;Serviced apartment;Entire home/apt;Real Bed;4;1;2;7;1;447
3147;Hostel;Private room;Real Bed;2;1;1;4;2;45
3148;Apartment;Private room;Real Bed;2;1;1;5;1;74
3149;Apartment;Entire home/apt;Real Bed;6;3;4;4;2;500
3150;Apartment;Entire home/apt;Real Bed;8;3;6;21;1;1287
3151;Apartment;Entire home/apt;Real Bed;8;2;3;41;2;85
3152;Apartment;Entire home/apt;Real Bed;9;3;3;6;2;1586
3153;Apartment;Entire home/apt;Real Bed;4;1;1;12;1;216
3154;Apartment;Entire home/apt;Real Bed;4;2;2;1;2;110
3155;Apartment;Entire home/apt;Real Bed;4;2;3;20;1;211
3156;Apartment;Private room;Real Bed;5;2;4;29;1;50
3157;Loft;Entire home/apt;Real Bed;7;1;4;19;2;212
3158;Serviced apartment;Entire home/apt;Real Bed;7;2;4;19;1;215
3159;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;269
3160;Serviced apartment;Entire home/apt;Real Bed;2;1;2;0;1;248
3161;Apartment;Entire home/apt;Real Bed;2;0;1;7;1;64
3162;Apartment;Private room;Real Bed;2;1;1;15;1;60
3163;Apartment;Entire home/apt;Real Bed;8;3;3;3;2;400
3164;Apartment;Entire home/apt;Real Bed;3;1;2;4;1;150
3165;Apartment;Entire home/apt;Real Bed;4;2;3;16;1;390
3166;House;Entire home/apt;Real Bed;5;2;3;44;1;65
3167;House;Private room;Real Bed;2;1;1;0;1;65
3168;Apartment;Entire home/apt;Real Bed;4;1;2;10;1;132
3169;Apartment;Entire home/apt;Real Bed;2;0;1;20;1;108
3170;Apartment;Entire home/apt;Real Bed;6;2;4;3;1;100
3171;Apartment;Entire home/apt;Real Bed;6;4;4;7;2;220
3172;Condominium;Entire home/apt;Real Bed;3;0;2;39;1;115
3173;House;Private room;Real Bed;6;1;4;8;2;40
3174;Apartment;Private room;Real Bed;1;1;1;0;1;121
3175;Apartment;Private room;Real Bed;1;1;1;1;1;37
3176;Apartment;Entire home/apt;Real Bed;5;1;3;3;1;100
3177;Condominium;Private room;Real Bed;1;0;1;0;1;70
3178;Apartment;Private room;Real Bed;1;1;1;69;1;88
3179;Apartment;Entire home/apt;Real Bed;4;2;2;26;2;181
3180;Apartment;Private room;Real Bed;1;1;1;1;1;70
3181;House;Entire home/apt;Real Bed;8;4;5;6;3;699
3182;Apartment;Private room;Real Bed;2;1;2;62;1;479
3183;House;Private room;Real Bed;1;1;1;0;1;15
3184;Apartment;Private room;Real Bed;2;1;1;0;1;46
3185;Apartment;Private room;Real Bed;2;1;1;8;1;46
3186;House;Private room;Real Bed;3;1;1;0;4;101
3187;Apartment;Entire home/apt;Real Bed;3;1;2;24;1;163
3188;Apartment;Private room;Real Bed;2;1;1;24;1;39
3189;Apartment;Private room;Real Bed;2;1;1;15;1;196
3190;Apartment;Private room;Real Bed;2;1;1;5;1;169
3191;Apartment;Entire home/apt;Real Bed;4;2;2;3;2;725
3192;Apartment;Entire home/apt;Real Bed;3;2;2;21;1;265
3193;House;Entire home/apt;Real Bed;10;4;6;3;4.5;300
3194;Apartment;Entire home/apt;Real Bed;4;2;2;39;1;60
3195;Condominium;Entire home/apt;Real Bed;2;0;1;0;1;283
3196;Condominium;Entire home/apt;Real Bed;3;1;2;0;1;222
3197;Apartment;Entire home/apt;Real Bed;2;0;1;186;1;96
3198;Condominium;Entire home/apt;Real Bed;6;2;3;0;2;472
3199;Apartment;Private room;Real Bed;1;1;1;0;1;204
3200;Apartment;Private room;Real Bed;2;1;2;0;1;27
3201;Condominium;Entire home/apt;Real Bed;2;1;2;2;1;361
3202;Apartment;Private room;Real Bed;2;1;1;25;1;550
3203;Apartment;Private room;Real Bed;3;1;3;9;1;35
3204;Tiny house;Private room;Real Bed;9;2;4;1;2;1201
3205;Townhouse;Entire home/apt;Real Bed;2;1;1;36;1;105
3206;Apartment;Entire home/apt;Real Bed;4;2;2;8;1.5;250
3207;Apartment;Entire home/apt;Real Bed;4;1;2;15;1;145
3208;House;Entire home/apt;Real Bed;6;3;3;0;3;2060
3209;Apartment;Entire home/apt;Real Bed;3;1;2;0;1;179
3210;Apartment;Entire home/apt;Real Bed;6;2;2;5;1;160
3211;Boutique hotel;Private room;Real Bed;2;1;1;2;1;249
3212;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;119
3213;Apartment;Entire home/apt;Real Bed;7;4;6;0;2;120
3214;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;99
3215;Apartment;Private room;Real Bed;1;1;1;0;1;132
3216;Condominium;Entire home/apt;Real Bed;3;0;2;45;1;50
3217;Condominium;Entire home/apt;Real Bed;4;1;2;15;1;90
3218;Apartment;Entire home/apt;Real Bed;6;3;4;1;3.5;380
3219;Apartment;Entire home/apt;Real Bed;6;2;3;19;1;295
3220;Apartment;Private room;Real Bed;1;1;1;18;1;16
3221;Condominium;Entire home/apt;Real Bed;6;2;3;29;2;188
3222;Apartment;Private room;Real Bed;2;1;1;0;1;148
3223;Apartment;Private room;Real Bed;1;1;1;3;1;22
3224;Apartment;Entire home/apt;Real Bed;2;1;1;0;1.5;49
3225;Apartment;Entire home/apt;Real Bed;3;1;2;7;1;279
3226;Apartment;Entire home/apt;Real Bed;2;1;1;12;1;225
3227;Apartment;Entire home/apt;Real Bed;2;1;1;7;1;88
3228;Apartment;Private room;Real Bed;2;1;1;259;2;25
3229;Apartment;Entire home/apt;Real Bed;2;0;1;5;1;997
3230;Apartment;Private room;Real Bed;1;1;1;4;1;39
3231;Guest suite;Private room;Real Bed;1;1;1;0;1;31
3232;Apartment;Entire home/apt;Real Bed;2;1;1;4;1;35
3233;Condominium;Entire home/apt;Real Bed;2;0;1;56;1;93
3234;Apartment;Private room;Real Bed;1;2;1;3;1;90
3235;Apartment;Entire home/apt;Real Bed;4;2;1;4;1;691
3236;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;55
3237;Apartment;Entire home/apt;Real Bed;4;1;2;10;1;65
3238;Apartment;Private room;Real Bed;1;1;1;5;1;22
3239;Apartment;Entire home/apt;Real Bed;4;2;4;4;1;140
3240;Apartment;Entire home/apt;Real Bed;4;1;2;16;1;50
3241;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;89
3242;Condominium;Entire home/apt;Real Bed;6;1;2;0;1;307
3243;Condominium;Private room;Real Bed;1;1;1;0;1;41
3244;Condominium;Private room;Real Bed;2;1;1;32;1;36
3245;Apartment;Entire home/apt;Real Bed;2;1;1;9;1;120
3246;Condominium;Entire home/apt;Real Bed;4;1;2;2;2;305
3247;Apartment;Entire home/apt;Real Bed;5;2;3;2;1;130
3248;House;Entire home/apt;Real Bed;10;5;5;20;2;299
3249;Apartment;Private room;Real Bed;2;1;1;5;1;90
3250;Villa;Private room;Real Bed;4;1;1;0;1;300
3251;Loft;Entire home/apt;Real Bed;2;0;1;11;1;75
3252;Apartment;Entire home/apt;Real Bed;4;1;1;1;1;80
3253;Condominium;Entire home/apt;Real Bed;8;3;4;7;3;522
3254;Apartment;Private room;Real Bed;1;0;1;0;1;188
3255;Apartment;Private room;Real Bed;2;1;1;25;1;36
3256;Hostel;Private room;Real Bed;2;1;1;1;1;60
3257;Condominium;Entire home/apt;Real Bed;2;0;1;9;1;138
3258;Townhouse;Private room;Real Bed;2;1;1;0;1;55
3259;Villa;Private room;Real Bed;3;2;2;3;4;85
3260;Apartment;Entire home/apt;Real Bed;3;2;2;4;1;55
3261;Apartment;Entire home/apt;Real Bed;2;1;1;1;1;85
3262;Apartment;Entire home/apt;Real Bed;6;3;3;10;2;70
3263;Apartment;Entire home/apt;Real Bed;2;0;1;0;1;283
3264;Apartment;Private room;Real Bed;1;1;1;15;1;251
3265;House;Private room;Real Bed;2;1;1;21;1;20
3266;Apartment;Private room;Real Bed;2;2;2;0;1;127
3267;Resort;Private room;Real Bed;8;2;4;6;2;470
3268;Apartment;Entire home/apt;Real Bed;2;0;1;3;1;526
3269;Apartment;Private room;Real Bed;3;1;2;4;1.5;100
3270;Apartment;Private room;Real Bed;2;1;1;7;1;35
3271;Apartment;Entire home/apt;Real Bed;8;2;4;7;2.5;600
3272;Apartment;Entire home/apt;Real Bed;4;1;2;0;1;4103
3273;Apartment;Entire home/apt;Real Bed;2;1;1;5;1;1719
3274;House;Entire home/apt;Real Bed;6;3;3;0;2;331
3275;Loft;Entire home/apt;Real Bed;2;1;4;3;1;174
3276;Apartment;Entire home/apt;Real Bed;6;2;3;0;1;538
3277;Apartment;Private room;Real Bed;2;1;1;7;1;30
3278;Apartment;Private room;Real Bed;2;1;1;1;1;33
3279;Loft;Entire home/apt;Real Bed;3;0;1;0;1;78
3280;Villa;Entire home/apt;Real Bed;4;3;4;1;1;406
3281;Bed and breakfast;Private room;Real Bed;2;1;1;17;1;145
3282;House;Private room;Real Bed;2;1;1;0;1;55
3283;Apartment;Private room;Real Bed;2;1;1;8;1;45
3284;Apartment;Entire home/apt;Real Bed;1;1;1;0;1;248
3285;Apartment;Entire home/apt;Real Bed;2;1;2;1;1;125
3286;Apartment;Private room;Real Bed;1;0;1;1;1;322
3287;Loft;Entire home/apt;Real Bed;4;1;1;0;1;78
3288;Apartment;Entire home/apt;Real Bed;4;1;4;1;1;248
3289;Apartment;Private room;Real Bed;2;2;4;1;1;58
3290;Hotel;Private room;Real Bed;2;1;1;0;1;2999
3291;House;Private room;Real Bed;2;1;1;39;1;120
3292;Apartment;Private room;Real Bed;2;1;2;0;1;401
3293;Condominium;Entire home/apt;Real Bed;4;2;1;5;1;60
3294;Apartment;Shared room;Real Bed;1;1;1;6;1.5;15
3295;Apartment;Entire home/apt;Real Bed;4;2;2;62;1;84
3296;House;Entire home/apt;Real Bed;10;4;5;10;4;180
3297;Guest suite;Private room;Real Bed;6;2;4;0;1;1601
3298;Condominium;Entire home/apt;Real Bed;3;1;2;2;1;81
3299;Condominium;Entire home/apt;Real Bed;6;3;3;0;2;222
3300;Condominium;Entire home/apt;Real Bed;4;2;2;1;2;222
3301;Condominium;Entire home/apt;Real Bed;6;3;4;1;2;334
3302;Apartment;Entire home/apt;Real Bed;4;1;2;19;1;169
3303;Serviced apartment;Private room;Real Bed;2;2;2;0;1;179
3304;Apartment;Entire home/apt;Real Bed;2;1;1;0;1;596
3305;Apartment;Entire home/apt;Real Bed;2;1;1;4;1;70
3306;Apartment;Entire home/apt;Real Bed;4;2;2;0;1;100
3307;Apartment;Entire home/apt;Real Bed;3;1;2;2;1;97
3308;Serviced apartment;Entire home/apt;Real Bed;6;3;4;4;2;135
3309;Bed and breakfast;Private room;Real Bed;2;1;1;1;1;31
3310;Apartment;Entire home/apt;Real Bed;1;0;1;0;1;40
3311;Townhouse;Entire home/apt;Real Bed;5;3;4;2;1.5;160
3312;Guesthouse;Entire home/apt;Real Bed;5;1;4;29;1;130
3313;Loft;Entire home/apt;Real Bed;3;2;2;21;1;179
3314;Apartment;Private room;Real Bed;2;1;1;2;1;56
3315;Apartment;Entire home/apt;Real Bed;2;1;1;12;1;145
3316;Apartment;Private room;Real Bed;2;1;1;0;1;251
3317;Apartment;Private room;Real Bed;2;1;1;22;1;36
3318;Apartment;Private room;Real Bed;2;1;1;0;1;137
3319;Apartment;Entire home/apt;Real Bed;4;1;2;10;1;70
3320;Apartment;Private room;Real Bed;4;2;2;1;1;237
3321;Apartment;Entire home/apt;Real Bed;2;1;1;2;1;769
3322;House;Private room;Real Bed;3;1;2;26;1;35
3323;House;Private room;Real Bed;2;0;1;0;1;628
3324;Guest suite;Private room;Real Bed;4;1;2;2;1;150
3325;Apartment;Entire home/apt;Real Bed;10;2;5;7;2;118
3326;Serviced apartment;Entire home/apt;Real Bed;3;1;1;3;1;369
3327;Apartment;Private room;Real Bed;2;1;1;0;2;50
3328;Apartment;Entire home/apt;Real Bed;3;1;1;13;1;199
3329;Apartment;Private room;Real Bed;2;1;2;19;1;53
3330;Apartment;Private room;Real Bed;1;1;1;2;1;79
3331;Apartment;Private room;Real Bed;4;1;3;1;1;174
3332;Condominium;Entire home/apt;Real Bed;3;1;1;0;1;195
3333;Apartment;Entire home/apt;Real Bed;2;1;1;3;1;120
3334;Apartment;Entire home/apt;Real Bed;2;1;1;6;1;108
3335;House;Private room;Real Bed;2;1;1;12;1;71
3336;Cabin;Entire home/apt;Real Bed;1;0;1;14;1;70
3337;Apartment;Private room;Real Bed;2;1;1;15;1;35
3338;Guest suite;Private room;Real Bed;2;1;1;24;1;675
3339;Apartment;Entire home/apt;Real Bed;4;1;1;3;1;80
3340;House;Private room;Real Bed;2;1;1;11;1;25
3341;Apartment;Shared room;Couch;2;1;1;0;1;100
3342;Bungalow;Private room;Real Bed;2;1;2;3;1;38
3343;Apartment;Private room;Real Bed;2;0;1;0;1;447
3344;Apartment;Entire home/apt;Real Bed;6;3;5;0;2;130
3345;Apartment;Entire home/apt;Real Bed;4;1;2;1;1;80
3346;Apartment;Entire home/apt;Real Bed;4;1;1;112;1;160
3347;House;Entire home/apt;Real Bed;4;1;2;17;1;130
3348;Loft;Entire home/apt;Real Bed;1;1;1;1;1;30
3349;Apartment;Private room;Real Bed;2;1;1;22;2;25
3350;Serviced apartment;Private room;Real Bed;4;2;3;0;1;200
3351;Apartment;Private room;Real Bed;2;1;1;1;1;90
3352;Villa;Entire home/apt;Real Bed;6;3;3;0;4;643
3353;Townhouse;Entire home/apt;Real Bed;4;1;2;2;1;301
3354;Apartment;Entire home/apt;Real Bed;2;1;1;37;1.5;30
3355;Serviced apartment;Entire home/apt;Real Bed;4;2;4;1;2;298
3356;Apartment;Private room;Real Bed;1;1;1;1;1;30
3357;Cabin;Private room;Real Bed;2;1;1;6;1;39
3358;Condominium;Entire home/apt;Real Bed;4;1;2;18;1;129
3359;Serviced apartment;Entire home/apt;Real Bed;4;2;4;2;2;232
